Timeline,Oxygen Consumption,Ammonia Nitrogen,PH,Dissolved Oxygen
30:00.0,4.4487,0.1647,8.0757,7.9003
00:00.0,4.5366,0.1708,8.0711,8.0102
30:00.0,4.5362,0.1774,8.0614,8.0106
00:00.0,4.5366,0.17,8.0658,8.0106
30:00.0,4.5362,0.1749,8.0373,8.0114
00:00.0,4.2909,0.1695,8.0329,7.9275
30:00.0,4.2909,0.1629,7.9738,7.7645
00:00.0,4.2913,0.158,7.896,7.7349
30:00.0,4.2909,0.1697,7.9166,7.6531
00:00.0,5.0823,0.1671,7.9642,7.4905
30:00.0,5.0819,0.1596,7.9158,7.4102
00:00.0,5.0823,0.155,7.8823,7.3834
30:00.0,5.0819,0.1626,7.766,7.5979
00:00.0,4.4177,0.1657,7.9065,7.6794
30:00.0,4.4177,0.1736,7.9452,7.8991
00:00.0,4.4181,0.1763,7.9702,9.1206
30:00.0,4.4173,0.1647,8.0334,8.9565
00:00.0,4.4102,0.1687,8.0708,8.7128
30:00.0,4.4102,0.1468,8.0037,8.9573
00:00.0,4.4086,0.1658,7.9746,8.8494
30:00.0,4.4102,0.1561,7.9315,8.6589
00:00.0,4.4098,0.1566,7.7908,9.0935
30:00.0,4.4098,0.1633,7.824,9.8009
00:00.0,4.4102,0.1561,7.7806,8.9301
30:00.0,4.4098,0.168,8.0139,8.0913
00:00.0,4.0691,0.1642,7.9801,8.0353
30:00.0,4.0698,0.161,7.9949,9.2828
00:00.0,4.0702,0.1517,7.9702,8.7955
30:00.0,4.0698,0.1691,8.043,9.1474
00:00.0,4.0702,0.1788,8.0334,8.1723
30:00.0,4.0706,0.1579,7.9364,8.4416
00:00.0,4.0694,0.1539,7.727,9.312
30:00.0,4.0694,0.1477,7.7174,8.4963
00:00.0,3.967,0.1687,7.713,8.1719
30:00.0,3.9674,0.1481,7.7075,8.0897
00:00.0,3.9666,0.1676,7.6833,8.0082
30:00.0,3.9674,0.1656,7.7223,8.0074
00:00.0,4.0145,0.1602,7.771,8.0625
30:00.0,4.0141,0.1749,7.7765,7.7349
00:00.0,4.0145,0.1564,7.8345,7.7066
30:00.0,4.0141,0.1469,7.8487,7.6527
00:00.0,4.1256,0.1585,7.8248,7.6247
30:00.0,4.1248,0.1643,7.7666,7.6243
00:00.0,4.1252,0.1722,8.0002,7.5712
30:00.0,4.1252,0.1805,8.1244,7.7082
00:00.0,4.126,0.1652,7.6704,9.91
30:00.0,4.1248,0.1455,7.7418,9.9112
00:00.0,4.1252,0.1628,7.7817,8.551
30:00.0,4.1248,0.1645,7.7822,8.5502
00:00.0,4.4106,0.17,7.8394,8.5794
30:00.0,4.4106,0.1632,7.8828,8.5235
00:00.0,4.4102,0.1627,7.8883,8.5239
30:00.0,4.4106,0.1743,7.8974,8.5522
00:00.0,4.0706,0.152,7.8883,8.551
30:00.0,4.0694,0.1516,7.912,8.5782
00:00.0,4.0694,0.17,7.8878,8.5526
30:00.0,4.0702,0.162,7.8924,8.6617
00:00.0,4.2846,0.1634,7.8924,8.6625
30:00.0,4.2834,0.1635,7.9114,8.6337
00:00.0,4.2838,0.1693,7.9559,8.6061
30:00.0,4.2834,0.1493,7.9361,8.5794
00:00.0,4.0938,0.1675,7.9647,8.6081
30:00.0,4.0942,0.1526,7.9606,8.5522
00:00.0,4.0938,0.1808,7.9603,8.6065
30:00.0,4.0942,0.1776,7.9647,8.6353
00:00.0,3.9909,0.175,7.9408,8.6069
30:00.0,3.9913,0.1498,7.9411,8.5518
00:00.0,3.9913,0.1685,7.951,8.4983
30:00.0,3.9905,0.1583,7.9752,8.4695
00:00.0,3.9917,0.1575,7.9743,8.4707
30:00.0,3.9905,0.1744,7.9842,8.5259
00:00.0,3.9909,0.1593,7.985,8.4979
30:00.0,3.9913,0.1496,7.9796,8.4699
00:00.0,3.7762,0.1517,7.9749,8.442
30:00.0,3.7774,0.1622,7.9949,8.414
00:00.0,3.777,0.1496,7.9848,8.4144
30:00.0,3.777,0.1469,7.9949,8.4144
00:00.0,3.7778,0.1833,7.9941,8.4152
30:00.0,3.7774,0.1785,7.99,8.4424
00:00.0,3.7774,0.1782,7.9804,8.4144
30:00.0,3.7774,0.1572,7.9749,8.4128
00:00.0,4.0306,0.1709,7.9507,8.3876
30:00.0,4.031,0.1668,7.9504,8.3353
00:00.0,4.0314,0.1478,7.9606,8.2259
30:00.0,4.0302,0.1476,8.015,8.2259
00:00.0,4.1334,0.1558,8.0246,8.2806
30:00.0,4.133,0.156,8.0037,8.3066
00:00.0,4.1338,0.1601,8.015,8.3074
30:00.0,4.133,0.1535,7.9801,8.1723
00:00.0,4.1813,0.1646,7.9845,8.1991
30:00.0,4.1825,0.1718,8.0581,7.9806
00:00.0,4.1805,0.1763,8.0955,7.9806
30:00.0,4.1809,0.1606,8.1051,7.9538
00:00.0,4.1805,0.1474,8.1332,7.8452
30:00.0,4.1805,0.1678,8.0667,7.846
00:00.0,4.1798,0.1575,8.1007,7.7913
30:00.0,4.1809,0.18,8.1054,7.7098
00:00.0,3.7829,0.1668,8.1145,7.6822
30:00.0,3.7844,0.154,8.0865,7.7102
00:00.0,3.7844,0.1499,8.0532,7.7102
30:00.0,3.7848,0.1801,8.0763,7.7377
00:00.0,3.6341,0.1795,7.9655,7.7369
30:00.0,3.6333,0.159,8.2807,7.7909
00:00.0,3.6345,0.1476,8.2423,10.1029
30:00.0,3.6345,0.1804,8.2335,9.3931
00:00.0,3.6816,0.1652,8.2428,9.3399
30:00.0,3.682,0.1692,8.2857,9.0404
00:00.0,3.6812,0.1766,8.2807,8.8246
30:00.0,3.6816,0.1645,8.2906,8.9333
00:00.0,3.8398,0.1756,8.3242,8.7156
30:00.0,3.8398,0.18,8.3192,8.8242
00:00.0,3.8398,0.1513,8.3283,8.7691
30:00.0,3.8402,0.157,8.3052,8.716
00:00.0,4.038,0.1513,8.3049,8.9045
30:00.0,4.0373,0.1736,8.237,8.6625
00:00.0,4.038,0.1693,8.1098,8.7432
30:00.0,4.0376,0.1742,8.0529,8.7156
00:00.0,4.0376,0.1646,8.1758,8.6357
30:00.0,4.0373,0.1755,8.1711,8.3377
00:00.0,4.0376,0.1563,8.1323,8.4164
30:00.0,4.0376,0.1693,8.1469,8.255
00:00.0,3.9262,0.1587,8.1991,8.3892
30:00.0,3.9269,0.1769,8.2129,8.2818
00:00.0,3.9269,0.1696,8.2752,8.4148
30:00.0,3.9262,0.163,8.2324,8.579
00:00.0,3.9265,0.1646,8.2662,8.3621
30:00.0,3.9269,0.1697,8.2945,8.3609
00:00.0,3.9262,0.1682,8.3283,8.3621
30:00.0,3.9269,0.1625,8.2992,8.3341
00:00.0,3.8947,0.1707,8.3514,8.5231
30:00.0,3.8955,0.1684,8.3379,8.7667
00:00.0,3.8955,0.1641,8.2703,8.6042
30:00.0,3.8955,0.1805,8.1813,8.6864
00:00.0,4.0455,0.1501,8.0235,8.9561
30:00.0,4.0463,0.1514,7.5874,9.1206
00:00.0,4.0471,0.1742,8.3805,8.7959
30:00.0,4.0439,0.1646,8.3145,8.5794
00:00.0,4.4161,0.1551,8.3945,8.986
30:00.0,4.4157,0.1771,8.4192,8.9313
00:00.0,4.4161,0.1596,8.3385,8.9309
30:00.0,4.4165,0.1626,8.32,8.5239
00:00.0,4.4165,0.1816,8.2142,8.0369
30:00.0,4.4173,0.1515,8.2956,7.8176
00:00.0,4.4157,0.1698,8.4,8.0921
30:00.0,4.4161,0.1554,8.3343,8.011
00:00.0,3.7255,0.1714,8.3475,7.6838
30:00.0,3.7275,0.1587,8.4105,8.4735
00:00.0,3.7267,0.1623,8.3953,8.4196
30:00.0,3.7267,0.1523,8.405,8.3669
00:00.0,3.5842,0.1579,8.4198,8.4192
30:00.0,3.5838,0.1566,8.4102,8.392
00:00.0,3.5842,0.1501,8.3959,8.4176
30:00.0,3.5846,0.1756,8.3668,8.1224
00:00.0,3.7907,0.1498,8.3574,8.0673
30:00.0,3.7903,0.1648,8.3665,8.013
00:00.0,3.7891,0.1466,8.4041,7.848
30:00.0,3.7907,0.1799,8.4536,7.7625
00:00.0,4.0435,0.1679,8.5011,7.82
30:00.0,4.0412,0.168,8.5602,7.82
00:00.0,4.0431,0.1766,8.5833,7.8476
30:00.0,4.0435,0.1645,8.5924,8.013
00:00.0,4.6454,0.1814,8.5926,7.985
30:00.0,4.6434,0.1577,8.6064,7.9027
00:00.0,4.645,0.1668,8.583,8.0948
30:00.0,4.6426,0.148,8.583,8.1224
00:00.0,4.6493,0.163,8.5654,8.1224
30:00.0,4.645,0.1637,8.5305,8.0409
00:00.0,4.6493,0.1466,8.5594,8.0401
30:00.0,4.645,0.1662,8.6259,7.9846
00:00.0,3.8622,0.1715,8.6025,7.9566
30:00.0,3.8359,0.1774,8.569,7.9287
00:00.0,3.8622,0.1471,8.5157,7.9291
30:00.0,3.861,0.157,8.5113,7.9291
00:00.0,3.8641,0.1697,8.4973,7.9838
30:00.0,3.8614,0.1633,8.4423,8.0393
00:00.0,3.8618,0.1723,8.4377,7.8188
30:00.0,3.861,0.177,8.4187,8.0389
00:00.0,3.8504,0.1653,8.394,7.9838
30:00.0,3.861,0.1586,8.3852,7.8192
00:00.0,3.8472,0.1785,8.275,7.874
30:00.0,3.8606,0.1663,8.3187,7.9558
00:00.0,3.8139,0.1635,8.3483,8.2834
30:00.0,3.8151,0.16,8.3854,9.7234
00:00.0,3.8135,0.1678,8.267,9.7246
30:00.0,3.8135,0.1587,8.1345,9.6695
00:00.0,3.711,0.1715,7.6998,9.8884
30:00.0,3.7114,0.1583,8.4256,9.8349
00:00.0,3.7122,0.1643,8.4945,9.8077
30:00.0,3.7114,0.18,8.4701,8.5031
00:00.0,3.713,0.1506,8.4646,8.1256
30:00.0,3.7118,0.1619,8.425,7.8783
00:00.0,3.7114,0.1489,8.4159,7.824
30:00.0,3.7118,0.1718,8.4305,7.4182
00:00.0,3.7354,0.1663,8.4454,7.6343
30:00.0,3.7354,0.1613,8.4443,7.6614
00:00.0,3.7354,0.1538,8.4495,7.6351
30:00.0,3.7354,0.1661,8.3538,7.5816
00:00.0,3.6404,0.1534,8.2964,7.6894
30:00.0,3.6404,0.1784,8.2865,7.5556
00:00.0,3.64,0.1624,8.2871,7.5819
30:00.0,3.64,0.1631,8.2882,7.5556
00:00.0,3.5607,0.1631,8.2926,7.6894
30:00.0,3.5614,0.1631,8.3115,7.6343
00:00.0,3.5611,0.1678,8.3165,7.7162
30:00.0,3.5611,0.1709,8.3016,7.6882
00:00.0,3.4978,0.149,8.2821,7.7162
30:00.0,3.4975,0.1704,8.2774,7.6886
00:00.0,3.4978,0.1589,8.2588,7.6343
30:00.0,3.4982,0.1712,8.2392,7.6071
00:00.0,3.585,0.1737,8.2442,7.6602
30:00.0,3.5854,0.1716,8.2299,7.6059
00:00.0,3.5846,0.156,8.2436,7.5788
30:00.0,3.5854,0.1786,8.2401,7.6055
00:00.0,3.5858,0.1588,8.2439,7.58
30:00.0,3.585,0.1606,8.2909,7.526
00:00.0,3.5854,0.1633,8.2632,7.6063
30:00.0,3.5854,0.1846,8.2491,7.6059
00:00.0,3.6486,0.1769,8.2676,7.5796
30:00.0,3.6486,0.1487,8.2577,7.5536
00:00.0,3.6478,0.1818,8.2445,7.6055
30:00.0,3.6482,0.1656,8.225,7.6059
00:00.0,3.6498,0.1605,8.2255,7.58
30:00.0,3.6486,0.1728,8.2005,7.4985
00:00.0,3.6486,0.1688,8.1967,7.4717
30:00.0,3.6478,0.1477,8.2241,7.4985
00:00.0,4.8189,0.176,8.2285,7.4717
30:00.0,4.8189,0.1588,8.2236,7.4166
00:00.0,4.8189,0.1648,8.214,7.4965
30:00.0,4.8197,0.1789,8.2098,7.4961
00:00.0,3.5049,0.1767,8.2098,7.143
30:00.0,3.5061,0.1518,8.2156,7.3055
00:00.0,3.5069,0.1715,8.1824,7.3611
30:00.0,3.5057,0.157,8.173,7.4705
00:00.0,3.7197,0.1737,8.1016,7.6059
30:00.0,3.7197,0.1501,8.0488,7.6602
00:00.0,3.72,0.1633,8.0312,7.9051
30:00.0,3.7193,0.1502,7.5704,8.2878
00:00.0,3.7193,0.1721,7.6182,9.6184
30:00.0,3.7193,0.154,7.9768,9.6739
00:00.0,3.72,0.1739,8.1444,9.6459
30:00.0,3.7193,0.1629,8.159,9.6467
00:00.0,3.6086,0.1824,8.2354,8.1272
30:00.0,3.6082,0.1801,8.2736,7.9071
00:00.0,3.6089,0.1665,8.2208,7.9059
30:00.0,3.6082,0.1753,8.2964,7.824
00:00.0,3.5932,0.1647,8.3162,8.3157
30:00.0,3.5936,0.1741,8.4943,7.9051
00:00.0,3.5932,0.1506,8.508,7.9878
30:00.0,3.5929,0.1706,8.3731,7.9327
00:00.0,3.5771,0.1646,7.6473,8.0158
30:00.0,3.5768,0.1848,7.5022,8.4767
00:00.0,3.5775,0.1486,7.5836,8.587
30:00.0,3.5764,0.1608,7.5654,8.4492
00:00.0,3.9886,0.1685,7.8405,8.2622
30:00.0,3.9886,0.1755,7.8498,8.2359
00:00.0,3.9882,0.1799,7.9323,8.2626
30:00.0,3.9886,0.1695,8.2818,8.2343
00:00.0,4.3199,0.1672,8.3483,8.2878
30:00.0,4.3203,0.1507,8.3912,8.2063
00:00.0,4.3199,0.1586,8.3725,8.0972
30:00.0,4.3207,0.1696,8.3057,8.0972
00:00.0,4.3211,0.1776,8.2909,8.1524
30:00.0,4.3207,0.159,8.3239,7.9882
00:00.0,4.3203,0.1639,8.3055,8.3932
30:00.0,4.3199,0.1638,8.2763,8.2594
00:00.0,4.2014,0.1642,8.2522,8.2055
30:00.0,4.2017,0.1654,8.248,8.1232
00:00.0,4.2017,0.1783,8.2665,8.0401
30:00.0,4.2002,0.1834,8.267,8.0126
00:00.0,4.2025,0.1873,8.2579,7.985
30:00.0,4.1982,0.1625,8.2434,7.9574
00:00.0,4.2053,0.1783,8.2052,7.9303
30:00.0,4.1892,0.1808,8.2384,7.9031
00:00.0,4.1625,0.1753,8.2197,7.8204
30:00.0,4.1625,0.1596,8.1914,7.6566
00:00.0,4.1719,0.1633,8.1912,7.6023
30:00.0,4.1633,0.1501,8.2142,7.4949
00:00.0,4.1154,0.1597,8.1436,7.4673
30:00.0,4.1146,0.1601,8.0669,7.6279
00:00.0,4.113,0.16,8.2244,7.7657
30:00.0,4.115,0.1573,8.3104,8.7971
00:00.0,3.9646,0.1586,8.2912,9.7226
30:00.0,3.965,0.1821,7.7287,9.9136
00:00.0,3.9654,0.1622,7.7479,10.0761
30:00.0,3.9654,0.1814,7.8301,9.9132
00:00.0,3.965,0.1806,8.0331,9.8309
30:00.0,3.9654,0.1515,7.8386,9.5852
00:00.0,3.9654,0.1748,7.7528,9.6675
30:00.0,3.9631,0.1587,7.8103,9.6132
00:00.0,3.6957,0.1569,7.893,9.4234
30:00.0,3.6996,0.1777,7.6894,9.6431
00:00.0,3.6965,0.1661,8.5358,9.5888
30:00.0,3.6953,0.1787,8.4335,9.4526
00:00.0,3.3879,0.1792,8.6078,9.753
30:00.0,3.3871,0.156,8.4,9.8337
00:00.0,3.3919,0.1653,8.1623,9.8592
30:00.0,3.3864,0.1608,8.522,9.7781
00:00.0,3.5611,0.1571,8.4676,9.6955
30:00.0,3.5622,0.1685,8.583,9.6687
00:00.0,3.5614,0.1673,8.669,9.6128
30:00.0,3.5607,0.1493,8.6545,9.5856
00:00.0,3.6985,0.1702,8.7836,9.4778
30:00.0,3.7075,0.1716,8.4676,9.4498
00:00.0,3.7024,0.1688,8.361,9.3963
30:00.0,3.7036,0.1713,8.7031,9.3679
00:00.0,3.5917,0.1673,8.5355,9.3679
30:00.0,3.5728,0.1709,8.5968,9.3419
00:00.0,3.5693,0.1843,8.5641,9.3136
30:00.0,3.6058,0.1748,8.5352,9.3939
00:00.0,3.5673,0.1821,8.6069,9.3947
30:00.0,3.5697,0.1839,8.6248,9.4482
00:00.0,3.5685,0.1597,8.7034,9.4218
30:00.0,3.5701,0.1491,8.5965,9.5568
00:00.0,3.4578,0.1614,8.635,9.5313
30:00.0,3.4558,0.161,8.655,9.5844
00:00.0,3.4582,0.183,8.5828,9.6939
30:00.0,3.4558,0.1536,8.6979,9.6675
00:00.0,3.4562,0.1776,8.8,9.6387
30:00.0,3.459,0.1639,8.8,9.6132
00:00.0,3.4562,0.1516,8.8,9.5852
30:00.0,3.4602,0.1577,8.8,9.6132
00:00.0,3.3636,0.1512,8.8,9.6112
30:00.0,3.3624,0.1587,8.8,9.584
00:00.0,3.3589,0.1846,8.8,9.5844
30:00.0,3.3628,0.1838,8.6303,9.5025
00:00.0,3.4448,0.1787,8.4137,9.5293
30:00.0,3.4503,0.165,8.7026,9.6923
00:00.0,3.4582,0.151,8.8,9.6108
30:00.0,3.4558,0.1836,8.3841,9.5568
00:00.0,3.9434,0.1664,8.228,9.5293
30:00.0,3.9462,0.1678,8.2667,8.3629
00:00.0,3.9481,0.1482,8.2327,8.3629
30:00.0,3.9485,0.157,8.2802,8.39
00:00.0,3.9462,0.1641,8.3148,8.4168
30:00.0,3.9489,0.151,8.3008,8.3904
00:00.0,3.9505,0.1722,8.2948,8.2027
30:00.0,3.9485,0.1579,8.3005,8.3118
00:00.0,3.4264,0.1832,8.3764,8.2854
30:00.0,3.4248,0.176,8.3808,8.259
00:00.0,3.4272,0.1528,8.4245,8.2319
30:00.0,3.426,0.149,8.4833,8.2055
00:00.0,3.2199,0.1819,8.5165,8.1775
30:00.0,3.2199,0.1804,8.5275,8.1512
00:00.0,3.2211,0.1502,8.5028,8.122
30:00.0,3.2226,0.1736,8.5701,8.1771
00:00.0,3.8539,0.1654,8.5797,8.0952
30:00.0,3.8535,0.173,8.4888,8.2051
00:00.0,3.8543,0.1586,8.4443,8.2047
30:00.0,3.8535,0.1742,8.4041,8.1763
00:00.0,4.2096,0.1693,8.3668,7.9566
30:00.0,4.2096,0.1747,8.2953,7.8476
00:00.0,4.2076,0.1627,8.2898,7.7921
30:00.0,4.2092,0.1647,8.2912,7.6562
00:00.0,4.4687,0.1861,8.2667,7.8468
30:00.0,4.4695,0.1713,8.2516,7.7389
00:00.0,4.4699,0.1592,8.2428,7.7933
30:00.0,4.4699,0.165,8.2321,7.7925
00:00.0,4.4718,0.1811,8.2472,7.7665
30:00.0,4.4766,0.1561,8.2711,7.8476
00:00.0,4.4703,0.187,8.2851,7.8188
30:00.0,4.4703,0.1493,8.2805,7.8192
00:00.0,3.9183,0.1806,8.2623,7.7929
30:00.0,3.9163,0.1611,8.2478,7.7929
00:00.0,3.9171,0.1796,8.2381,7.7385
30:00.0,3.9222,0.177,8.2384,7.7114
00:00.0,3.9171,0.1585,8.2332,7.6566
30:00.0,3.9156,0.1633,8.2329,7.6287
00:00.0,3.9352,0.1493,8.2615,7.5744
30:00.0,3.9167,0.1587,8.2472,7.576
00:00.0,3.9226,0.1665,8.2137,7.5756
30:00.0,3.9246,0.1723,8.1425,7.6271
00:00.0,3.9254,0.1736,8.1568,7.4397
30:00.0,3.9207,0.1575,8.1244,7.4645
00:00.0,4.3274,0.1668,7.7773,7.5728
30:00.0,4.3282,0.1845,8.0527,7.7377
00:00.0,4.327,0.1601,8.0675,8.0118
30:00.0,4.3289,0.1848,8.1112,8.3118
00:00.0,4.55,0.1652,8.1439,8.2866
30:00.0,4.5496,0.1631,8.1486,8.6097
00:00.0,4.5496,0.1691,8.1582,8.4192
30:00.0,4.5508,0.1854,8.1442,8.3653
00:00.0,4.5496,0.1637,8.1436,8.3641
30:00.0,4.5504,0.1511,8.1439,8.3122
00:00.0,4.5504,0.1818,8.1585,8.1775
30:00.0,4.55,0.166,8.1928,8.124
00:00.0,4.0192,0.1552,8.1881,8.0425
30:00.0,4.0204,0.1835,8.1835,7.9898
00:00.0,4.0204,0.1698,8.178,7.9618
30:00.0,4.02,0.1705,8.1634,7.9339
00:00.0,3.8296,0.1614,8.1494,7.9343
30:00.0,3.8308,0.1702,8.1249,7.9067
00:00.0,3.8308,0.183,8.1065,7.7701
30:00.0,3.83,0.1818,8.1109,7.7142
00:00.0,3.9411,0.1586,8.1068,7.6602
30:00.0,3.9407,0.1679,8.0821,7.6063
00:00.0,3.9407,0.1693,8.073,7.5784
30:00.0,3.9411,0.1691,8.0928,7.4973
00:00.0,3.9328,0.1697,8.1018,7.4441
30:00.0,3.9336,0.1551,8.1068,7.4701
00:00.0,3.9328,0.1793,8.1018,7.4969
30:00.0,3.9336,0.1649,8.0876,7.5508
00:00.0,3.7589,0.1599,8.068,7.6047
30:00.0,3.7585,0.1598,8.0581,7.578
00:00.0,3.7589,0.1692,8.0447,7.4429
30:00.0,3.7593,0.1696,8.0296,7.5236
00:00.0,3.7589,0.1494,8.0202,7.3631
30:00.0,3.7585,0.1818,8.0199,7.3894
00:00.0,3.7585,0.1832,8.0065,7.4425
30:00.0,3.7589,0.1723,8.001,7.415
00:00.0,3.5293,0.1619,7.9911,7.4429
30:00.0,3.5289,0.1503,7.9861,7.3894
00:00.0,3.5289,0.1612,7.9664,7.3619
30:00.0,3.5296,0.1729,7.9482,7.2508
00:00.0,3.5293,0.1693,7.9323,7.2512
30:00.0,3.5296,0.1777,7.9174,7.1993
00:00.0,3.5293,0.1812,7.9523,7.2236
30:00.0,3.5293,0.1524,7.9812,7.1438
00:00.0,3.4103,0.1688,8.0966,7.1166
30:00.0,3.4099,0.1594,8.0823,7.252
00:00.0,3.4095,0.1627,8.0867,7.3323
30:00.0,3.4103,0.1838,7.9963,7.5224
00:00.0,3.7668,0.1643,8.1219,7.576
30:00.0,3.7668,0.1581,8.1881,8.881
00:00.0,3.7656,0.1722,8.2398,7.824
30:00.0,3.766,0.1655,8.2071,7.6343
00:00.0,3.6561,0.1855,8.2354,7.5544
30:00.0,3.6557,0.1698,8.2354,7.5272
00:00.0,3.6561,0.1756,8.1975,7.6886
30:00.0,3.6565,0.1777,8.217,7.4194
00:00.0,3.6557,0.1851,8.2502,7.5544
30:00.0,3.6561,0.1678,8.2502,7.5013
00:00.0,3.6557,0.1659,8.3827,7.3107
30:00.0,3.6557,0.1755,8.3407,7.3646
00:00.0,3.9246,0.1503,8.2272,8.0469
30:00.0,3.9242,0.1497,8.256,7.9638
00:00.0,3.9246,0.1565,8.2651,7.9387
30:00.0,3.9234,0.1739,8.2461,7.9391
00:00.0,4.0113,0.1775,8.2266,7.9115
30:00.0,4.0113,0.1639,8.2552,7.6674
00:00.0,4.0113,0.1514,8.2651,7.5316
30:00.0,4.0113,0.1651,8.2406,7.3942
00:00.0,4.771,0.1859,8.2604,7.2312
30:00.0,4.771,0.1507,8.3228,7.1745
00:00.0,4.7718,0.1838,8.3882,7.2296
30:00.0,4.7714,0.1872,8.383,7.5021
00:00.0,4.6603,0.1499,8.422,7.5572
30:00.0,4.6611,0.1895,8.4121,7.7733
00:00.0,4.6607,0.1586,8.1406,7.8827
30:00.0,4.6603,0.1655,8.1741,7.9914
00:00.0,4.2084,0.1626,8.1884,8.3177
30:00.0,4.2092,0.1719,8.2021,7.4202
00:00.0,4.208,0.1841,8.1829,7.5828
30:00.0,4.2092,0.1797,8.35,7.2576
00:00.0,4.2088,0.1811,8.3549,7.3375
30:00.0,4.2088,0.1664,8.3632,7.854
00:00.0,4.208,0.1794,8.35,7.7997
30:00.0,4.2088,0.1726,8.3266,7.7717
00:00.0,4.0341,0.1622,8.3071,7.7182
30:00.0,4.0345,0.1688,8.3074,7.6087
00:00.0,4.0349,0.1504,8.2975,7.5556
30:00.0,4.0349,0.1616,8.3014,7.528
00:00.0,4.0345,0.1666,8.3019,7.5013
30:00.0,4.0345,0.1596,8.2816,7.4737
00:00.0,4.0353,0.1602,8.2632,7.4202
30:00.0,4.0349,0.1698,8.3008,7.4186
00:00.0,3.87,0.1718,8.4596,7.3926
30:00.0,3.87,0.1692,8.2736,7.3918
00:00.0,3.8696,0.168,8.1491,7.526
30:00.0,3.8688,0.161,8.1304,8.1536
00:00.0,4.4707,0.17,8.1637,8.4763
30:00.0,4.4715,0.1822,8.1694,8.1815
00:00.0,4.4699,0.154,8.1738,8.0721
30:00.0,4.4699,0.1685,8.2109,8.1
00:00.0,3.9006,0.1723,8.1733,8.017
30:00.0,3.9006,0.1556,8.6089,8.0158
00:00.0,3.9014,0.1708,8.6806,8.2075
30:00.0,3.9002,0.168,8.7138,8.6948
00:00.0,3.9002,0.1602,8.6897,8.6673
30:00.0,3.9014,0.1833,8.6699,8.5295
00:00.0,3.901,0.1492,8.6847,8.6381
30:00.0,3.901,0.1715,8.7188,8.6397
00:00.0,3.8928,0.1729,8.5322,8.6956
30:00.0,3.8916,0.1667,8.5665,8.7232
00:00.0,3.892,0.1671,8.6646,8.3709
30:00.0,3.8924,0.1627,8.6701,8.3441
00:00.0,3.2913,0.1506,8.685,8.3165
30:00.0,3.291,0.1496,8.8,8.3153
00:00.0,3.291,0.1583,8.8,8.2882
30:00.0,3.291,0.1833,8.8,8.4196
00:00.0,3.5045,0.1678,8.6369,8.3137
30:00.0,3.5057,0.1726,8.6267,8.1524
00:00.0,3.5053,0.1658,8.6278,8.0417
30:00.0,3.5053,0.1656,8.6168,8.096
00:00.0,4.027,0.1554,8.5124,7.9594
30:00.0,4.0274,0.1616,7.8699,7.7945
00:00.0,4.027,0.1616,7.9809,7.85
30:00.0,4.027,0.1616,7.9664,8.5842
00:00.0,4.027,0.1616,7.9664,7.9039
30:00.0,4.027,0.1616,7.9664,7.9031
00:00.0,4.027,0.1616,7.9664,7.9031
30:00.0,4.027,0.1616,7.9664,7.9031
00:00.0,4.027,0.1616,7.9664,7.9031
30:00.0,4.027,0.1616,7.9664,7.9031
00:00.0,4.027,0.1616,7.9664,7.9031
30:00.0,4.027,0.1616,7.9664,7.9031
00:00.0,4.027,0.1616,7.9664,7.9031
30:00.0,4.027,0.1616,7.9664,7.9031
00:00.0,4.027,0.1616,7.9664,7.9031
30:00.0,4.027,0.1616,7.9664,7.9031
00:00.0,4.027,0.1616,7.9664,7.9031
30:00.0,4.027,0.1616,7.9664,7.9031
00:00.0,4.027,0.1616,7.9664,7.9031
30:00.0,4.027,0.1616,7.9664,7.9031
00:00.0,4.027,0.1616,7.9664,7.9031
30:00.0,4.027,0.1616,7.9664,7.9031
00:00.0,4.027,0.1616,7.9664,7.9031
30:00.0,4.027,0.1616,7.9664,7.9031
00:00.0,4.027,0.1616,7.9664,7.9031
30:00.0,4.027,0.1616,7.9664,7.9031
00:00.0,4.027,0.1616,7.9664,7.9031
30:00.0,4.027,0.1616,7.9664,7.9031
00:00.0,4.027,0.1616,7.9664,7.9031
30:00.0,4.027,0.1616,7.9664,7.9031
00:00.0,4.027,0.1616,7.9664,7.9031
30:00.0,4.027,0.1616,7.9664,7.9031
00:00.0,4.027,0.1616,7.9664,7.9031
30:00.0,4.027,0.1616,7.9664,7.9031
00:00.0,4.027,0.1616,7.9664,7.9031
30:00.0,4.027,0.1616,7.9664,7.9031
00:00.0,4.027,0.1616,7.9664,7.9031
30:00.0,4.027,0.1616,7.9664,7.9031
00:00.0,4.027,0.1616,7.9664,7.9031
30:00.0,4.027,0.1616,7.9664,7.9031
00:00.0,4.027,0.1616,7.9664,7.9031
30:00.0,4.027,0.1616,7.9664,7.9031
00:00.0,4.027,0.1616,7.9664,7.9031
30:00.0,4.027,0.1616,7.9664,7.9031
00:00.0,4.027,0.1616,7.9664,7.9031
30:00.0,4.027,0.1616,7.9664,7.9031
00:00.0,4.027,0.1616,7.9664,7.9031
30:00.0,4.027,0.1616,7.9664,7.9031
00:00.0,4.027,0.1616,7.9664,7.9031
30:00.0,4.027,0.1616,7.9664,7.9031
00:00.0,4.027,0.1616,7.9664,7.9031
30:00.0,4.027,0.1616,7.9664,7.9031
00:00.0,4.027,0.1616,7.9664,7.9031
